-1198701600;-1198727066;40;23855;1611;25000;23389;6.444;93.556;11
-1198676904;-1198701600;40;23389;1307;25000;23693;5.228;94.772;12
-1198651916;-1198676904;40;23693;1295;25000;23705;5.18;94.82;13
-1198627226;-1198651916;40;23705;985;25000;24015;3.94;96.06;14
-1198601852;-1198627226;40;24015;1359;25000;23641;5.436;94.564;15
-1198576616;-1198601852;40;23641;1595;25000;23405;6.38;93.62;16
-1198551686;-1198576616;40;23405;1525;25000;23475;6.1;93.9;17
-1198526465;-1198551686;40;23475;1746;25000;23254;6.984;93.016;18
-1198500885;-1198526465;40;23254;2326;25000;22674;9.304;90.696;19
-1198473158;-1198500885;40;22674;5053;25000;19947;20.212;79.788;20
-1198452171;-1198473158;40;19947;1040;25000;23960;4.16;95.84;21
-1198427198;-1198452171;40;23960;1013;25000;23987;4.052;95.948;22
-1198401773;-1198427198;40;23987;1438;25000;23562;5.752;94.248;23
-1198377187;-1198401773;40;23562;1024;25000;23976;4.096;95.904;24
-1198351742;-1198377187;40;23976;1469;25000;23531;5.876;94.124;25
-1198326821;-1198351742;40;23531;1390;25000;23610;5.56;94.44;26
-1198301457;-1198326821;40;23610;1754;25000;23246;7.016;92.984;27
-1198276154;-1198301457;40;23246;2057;25000;22943;8.228;91.772;28
-1198252093;-1198276154;40;22943;1118;25000;23882;4.472;95.528;29
-1198227096;-1198252093;40;23882;1115;25000;23885;4.46;95.54;30
-1198201426;-1198227096;40;23885;1785;25000;23215;7.14;92.86;31
-1198177155;-1198201426;40;23215;1056;25000;23944;4.224;95.776;32
-1198152205;-1198177155;40;23944;1006;25000;23994;4.024;95.976;33
-1198127197;-1198152205;40;23994;1014;25000;23986;4.056;95.944;34
-1198102184;-1198127197;40;23986;1027;25000;23973;4.108;95.892;35
-1198076992;-1198102184;40;23973;1219;25000;23781;4.876;95.124;36
-1198051830;-1198076992;40;23781;1381;25000;23619;5.524;94.476;37
-1198026930;-1198051830;40;23619;1281;25000;23719;5.124;94.876;38
-1198000918;-1198026930;40;23719;2293;25000;22707;9.172;90.828;39
-1197975694;-1198000918;40;22707;2517;25000;22483;10.068;89.932;0
-1197951920;-1197975694;40;22483;1291;25000;23709;5.164;94.836;1
-1197927203;-1197951920;40;23709;1008;25000;23992;4.032;95.968;2
-1197901696;-1197927203;40;23992;1515;25000;23485;6.06;93.94;3
-1197877193;-1197901696;40;23485;1018;25000;23982;4.072;95.928;4
-1197851611;-1197877193;40;23982;1600;25000;23400;6.4;93.6;5
-1197827154;-1197851611;40;23400;1057;25000;23943;4.228;95.772;6
-1197801848;-1197827154;40;23943;1363;25000;23637;5.452;94.548;7
-1197776649;-1197801848;40;23637;1562;25000;23438;6.248;93.752;8
-1197752024;-1197776649;40;23438;1187;25000;23813;4.748;95.252;9
-1197727207;-1197752024;40;23813;1004;25000;23996;4.016;95.984;10
-1197700454;-1197727207;40;23996;2757;25000;22243;11.028;88.972;11
-1197677060;-1197700454;40;22243;1151;25000;23849;4.604;95.396;12
-1197651785;-1197677060;40;23849;1426;25000;23574;5.704;94.296;13
-1197626933;-1197651785;40;23574;1278;25000;23722;5.112;94.888;14
-1197600392;-1197626933;40;23722;2819;25000;22181;11.276;88.724;15
-1197577205;-1197600392;40;22181;1006;25000;23994;4.024;95.976;16
-1197552053;-1197577205;40;23994;1158;25000;23842;4.632;95.368;17
-1197527224;-1197552053;40;23842;987;25000;24013;3.948;96.052;18
-1197501040;-1197527224;40;24013;2171;25000;22829;8.684;91.316;19
-1197476964;-1197501040;40;22829;1247;25000;23753;4.988;95.012;20
-1197451882;-1197476964;40;23753;1329;25000;23671;5.316;94.684;21
-1197426941;-1197451882;40;23671;1270;25000;23730;5.08;94.92;22
-1197400468;-1197426941;40;23730;2743;25000;22257;10.972;89.028;23
-1197376811;-1197400468;40;22257;1400;25000;23600;5.6;94.4;24
-1197350804;-1197376811;40;23600;2407;25000;22593;9.628;90.372;25
-1197326856;-1197350804;40;22593;1355;25000;23645;5.42;94.58;26
-1197302197;-1197326856;40;23645;1014;25000;23986;4.056;95.944;27
-1197277215;-1197302197;40;23986;996;25000;24004;3.984;96.016;28
-1197252157;-1197277215;40;24004;1054;25000;23946;4.216;95.784;29
-1197227065;-1197252157;40;23946;1146;25000;23854;4.584;95.416;30
-1197201520;-1197227065;40;23854;1691;25000;23309;6.764;93.236;31
-1197176646;-1197201520;40;23309;1565;25000;23435;6.26;93.74;32
-1197150613;-1197176646;40;23435;2598;25000;22402;10.392;89.608;33
-1197126806;-1197150613;40;22402;1405;25000;23595;5.62;94.38;34
-1197101235;-1197126806;40;23595;1976;25000;23024;7.904;92.096;35
-1197076859;-1197101235;40;23024;1352;25000;23648;5.408;94.592;36
-1197051802;-1197076859;40;23648;1409;25000;23591;5.636;94.364;37
-1197027102;-1197051802;40;23591;1109;25000;23891;4.436;95.564;38
